wild_mut,H ALTS910101,H BENS940101,H BENS940102,H BENS940103,H BENS940104,H CSEM940101,H DAYM780301,H FEND850101,H FITW660101,H GEOD900101,H GONG920101,H GRAR740104,H HENS920101,H HENS920102,H HENS920103,H JOHM930101,H JOND920103,H JOND940101,H KOLA920101,H LEVJ860101,H LUTR910101,H LUTR910102,H LUTR910103,H LUTR910104,H LUTR910105,H LUTR910106,H LUTR910107,H LUTR910108,H LUTR910109,H MCLA710101,H MCLA720101,H MIYS930101,H MIYT790101,H MOHR870101,H NIEK910101,H NIEK910102,H OVEJ920101,H QU_C930101,H QU_C930102,H QU_C930103,H RISJ880101,H TUDE900101,H AZAE970101,H AZAE970102,H RIER950101,H WEIL970101,H WEIL970102,H MEHP950101,H MEHP950102,H MEHP950103,H KAPO950101,H VOGG950101,H BLAJ010101,H PRLA000101,H PRLA000102,H QUIB020101,H NAOD960101,H RUSR970101,H RUSR970102,H RUSR970103,H OGAK980101,H KANM000101,H NGPC000101,H MUET010101,H MUET020101,H MUET020102,H LINK010101,H DOSZ010102,H DOSZ010103,H DOSZ010104,H GIAG010101,H HENS920104,H DAYM780302,H DOSZ010101,H OVEJ920102,H OVEJ920103,H OVEJ920104,H OVEJ920105
RF,-4.0,-4.9,-4.3,-3.5,-1.5,-0.31,-4.0,1.0,2.0,1.0,-3.2,97.0,-2.0,-4.0,-5.0,-6.0,-4.0,-4.0,9.0,-1.0,-14.0,-11.0,-18.0,-14.0,-9.0,-10.0,-15.0,-22.0,-11.0,1.0,0.0,-0.79,2.47,5.0,0.15,0.2,-4.0,0.552,0.108,0.0,0.4,-11.0,-8.0,-8.0,0.0,-2.0,1.0,0.74,1.26,1.09,10.1,2.0,-6.0,-1.4,-4.36,-3.2,-5.0,5.0,-3.0,-1.0,-8.1,-30.0,-7.0,-5.5,-5.0,-3.0,0.005,-6.89,0.4,-2.93,-0.5,-3.0,-8.0,9.8,0.005,0.007,0.01,0.003
FN,-4.0,-3.5,-3.5,-3.2,-1.3,-0.33,-4.0,1.0,2.0,6.0,-3.1,158.0,-2.0,-4.0,-6.0,-3.8,-3.0,-4.0,0.0,-1.0,-11.0,-19.0,-18.0,-15.0,-8.0,-6.0,-14.0,-22.0,-9.0,0.0,0.0,-0.71,3.7,6.0,-0.13,-0.12,-3.0,0.278,-0.072,1.0,0.4,-23.0,-9.0,-9.0,47.0,-1.0,2.0,0.83,1.11,1.19,11.4,2.1,-3.0,-2.25,-6.22,-2.5,-6.0,1.0,-1.0,1.0,-8.2,-29.0,-1.0,-2.0,-5.0,-3.0,0.004,-8.26,-4.4,-4.59,0.4,-4.0,-8.0,-9.3,0.013,0.006,0.012,0.006
NF,-4.0,-3.5,-3.5,-3.2,-1.3,-0.33,-4.0,1.0,2.0,6.0,-3.1,158.0,-2.0,-4.0,-6.0,-3.8,-3.0,-4.0,0.0,-1.0,-11.0,-19.0,-18.0,-15.0,-8.0,-6.0,-14.0,-22.0,-9.0,0.0,0.0,-0.71,3.7,6.0,-0.13,-0.12,-3.0,0.278,-0.072,1.0,0.4,-23.0,-9.0,-9.0,47.0,-1.0,2.0,0.83,1.11,1.19,11.4,2.1,-3.0,-2.25,-6.22,-2.5,-6.0,1.0,-1.0,1.0,-8.2,-29.0,-1.0,-2.0,-5.0,-3.0,0.008,-7.97,-1.9,-4.64,-0.4,-4.0,-8.0,7.8,0.01,0.003,0.022,0.005
FD,-7.0,-5.7,-5.4,-4.7,-1.7,-0.4,-6.0,1.0,2.0,2.0,-4.5,177.0,-4.0,-5.0,-6.0,-7.0,-5.0,-6.0,0.0,-1.0,-15.0,-25.0,-18.0,-26.0,-17.0,-24.0,-20.0,-24.0,-21.0,1.0,0.0,-0.62,4.27,4.0,-0.31,-0.35,-5.0,0.475,-0.107,0.0,-0.3,-31.0,-10.0,-9.0,19.0,-4.0,-1.0,0.79,1.17,1.17,9.04,0.7,-6.0,-2.19,-5.06,-3.7,-6.0,-3.0,-6.0,-4.0,-9.5,-33.0,-5.0,-5.5,-7.0,-5.0,0.01,-8.93,-6.3,-5.31,0.1,-5.0,-13.0,-11.9,0.005,0.013,0.006,0.004
DF,-7.0,-5.7,-5.4,-4.7,-1.7,-0.4,-6.0,1.0,2.0,2.0,-4.5,177.0,-4.0,-5.0,-6.0,-7.0,-5.0,-6.0,0.0,-1.0,-15.0,-25.0,-18.0,-26.0,-17.0,-24.0,-20.0,-24.0,-21.0,1.0,0.0,-0.62,4.27,4.0,-0.31,-0.35,-5.0,0.475,-0.107,0.0,-0.3,-31.0,-10.0,-9.0,19.0,-4.0,-1.0,0.79,1.17,1.17,9.04,0.7,-6.0,-2.19,-5.06,-3.7,-6.0,-3.0,-6.0,-4.0,-9.5,-33.0,-5.0,-5.5,-7.0,-5.0,0.007,-9.67,-3.0,-5.14,-0.1,-5.0,-13.0,5.7,0.006,0.008,0.016,0.002
FC,-6.0,-0.1,-0.1,-0.7,1.8,0.3,-4.0,3.0,1.0,8.0,-0.8,205.0,-2.0,-4.0,-4.0,-4.4,0.0,1.0,5.0,-1.0,-12.0,-36.0,4.0,-12.0,12.0,-40.0,-19.0,-4.0,-31.0,0.0,0.0,0.39,2.24,10.0,-0.05,-0.07,-2.0,0.55,0.857,6.0,-1.6,11.0,2.0,3.0,89.0,0.0,2.0,1.16,1.04,0.46,13.5,4.4,-12.0,1.13,1.72,-0.8,3.0,-1.0,3.0,3.0,-8.9,-18.0,0.0,2.5,-4.0,-2.0,0.003,1.34,3.8,0.64,0.0,-2.0,-11.0,39.2,0.0,0.022,0.029,0.014
CF,-6.0,-0.1,-0.1,-0.7,1.8,0.3,-4.0,3.0,1.0,8.0,-0.8,205.0,-2.0,-4.0,-4.0,-4.4,0.0,1.0,5.0,-1.0,-12.0,-36.0,4.0,-12.0,12.0,-40.0,-19.0,-4.0,-31.0,0.0,0.0,0.39,2.24,10.0,-0.05,-0.07,-2.0,0.55,0.857,6.0,-1.6,11.0,2.0,3.0,89.0,0.0,2.0,1.16,1.04,0.46,13.5,4.4,-12.0,1.13,1.72,-0.8,3.0,-1.0,3.0,3.0,-8.9,-18.0,0.0,2.5,-4.0,-2.0,0.009,2.61,2.7,-0.03,0.0,-2.0,-11.0,35.3,0.0,0.014,0.012,0.005
FQ,-6.0,-4.4,-3.6,-2.8,-2.1,-0.44,-5.0,1.0,2.0,6.0,-2.6,116.0,-4.0,-5.0,-5.0,-6.4,-4.0,-4.0,6.6,-1.0,-15.0,-20.0,-13.0,-14.0,-9.0,-16.0,-18.0,-19.0,-12.0,0.0,0.0,-0.85,2.81,7.0,-0.25,-0.26,-4.0,0.364,0.482,3.0,0.7,-22.0,-10.0,-10.0,51.0,0.0,3.0,0.88,1.07,1.16,11.5,2.6,-4.0,-2.31,-5.54,-1.7,-5.0,-6.0,-2.0,-3.0,-8.6,-29.0,-2.0,-2.0,-4.0,-2.0,0.003,-7.06,-3.1,-4.86,0.3,-4.0,-11.0,-8.7,0.011,0.006,0.01,0.005
QF,-6.0,-4.4,-3.6,-2.8,-2.1,-0.44,-5.0,1.0,2.0,6.0,-2.6,116.0,-4.0,-5.0,-5.0,-6.4,-4.0,-4.0,6.6,-1.0,-15.0,-20.0,-13.0,-14.0,-9.0,-16.0,-18.0,-19.0,-12.0,0.0,0.0,-0.85,2.81,7.0,-0.25,-0.26,-4.0,0.364,0.482,3.0,0.7,-22.0,-10.0,-10.0,51.0,0.0,3.0,0.88,1.07,1.16,11.5,2.6,-4.0,-2.31,-5.54,-1.7,-5.0,-6.0,-2.0,-3.0,-8.6,-29.0,-2.0,-2.0,-4.0,-2.0,0.005,-7.28,-0.6,-4.69,-0.3,-4.0,-11.0,9.2,0.011,0.006,0.018,0.002
FE,-6.0,-6.7,-5.7,-4.3,-2.9,-0.5,-5.0,0.0,3.0,2.0,-3.9,140.0,-3.0,-5.0,-6.0,-6.4,-5.0,-6.0,0.0,-1.0,-18.0,-30.0,-24.0,-21.0,-12.0,-7.0,-22.0,-28.0,-13.0,0.0,0.0,-0.81,3.59,6.0,-0.24,-0.27,-4.0,0.433,-0.187,0.0,0.6,-40.0,-7.0,-7.0,26.0,-4.0,-1.0,0.91,1.17,0.85,9.24,1.3,-10.0,-1.61,-4.44,-13.7,-6.0,-4.0,-5.0,-5.0,-8.2,-32.0,-5.0,-5.5,-6.0,-4.0,0.001,-8.01,-4.3,-4.31,0.1,-3.0,-12.0,-12.5,0.007,0.005,0.008,0.011
EF,-6.0,-6.7,-5.7,-4.3,-2.9,-0.5,-5.0,0.0,3.0,2.0,-3.9,140.0,-3.0,-5.0,-6.0,-6.4,-5.0,-6.0,0.0,-1.0,-18.0,-30.0,-24.0,-21.0,-12.0,-7.0,-22.0,-28.0,-13.0,0.0,0.0,-0.81,3.59,6.0,-0.24,-0.27,-4.0,0.433,-0.187,0.0,0.6,-40.0,-7.0,-7.0,26.0,-4.0,-1.0,0.91,1.17,0.85,9.24,1.3,-10.0,-1.61,-4.44,-13.7,-6.0,-4.0,-5.0,-5.0,-8.2,-32.0,-5.0,-5.5,-6.0,-4.0,0.004,-8.51,-0.4,-3.79,-0.1,-3.0,-12.0,7.4,0.011,0.004,0.016,0.004
FG,-5.0,-5.7,-5.8,-5.4,-1.9,-0.09,-5.0,1.0,2.0,6.0,-5.2,153.0,-3.0,-5.0,-6.0,-8.6,-5.0,-4.0,0.0,-1.0,-24.0,-52.0,-21.0,-25.0,-10.0,-17.0,-30.0,-26.0,-15.0,0.0,0.0,-0.52,4.14,7.0,-0.05,-0.05,-6.0,0.455,0.0,0.0,-0.4,-12.0,-4.0,-3.0,83.0,-2.0,1.0,0.68,1.3,1.16,9.84,0.0,-8.0,-2.67,-7.46,-4.7,-3.0,-1.0,-6.0,-3.0,-8.1,-32.0,-2.0,-1.0,-6.0,-4.0,0.01,-7.42,-2.6,-2.9,0.5,-4.0,-8.0,-9.4,0.004,0.008,0.004,0.006
GF,-5.0,-5.7,-5.8,-5.4,-1.9,-0.09,-5.0,1.0,2.0,6.0,-5.2,153.0,-3.0,-5.0,-6.0,-8.6,-5.0,-4.0,0.0,-1.0,-24.0,-52.0,-21.0,-25.0,-10.0,-17.0,-30.0,-26.0,-15.0,0.0,0.0,-0.52,4.14,7.0,-0.05,-0.05,-6.0,0.455,0.0,0.0,-0.4,-12.0,-4.0,-3.0,83.0,-2.0,1.0,0.68,1.3,1.16,9.84,0.0,-8.0,-2.67,-7.46,-4.7,-3.0,-1.0,-6.0,-3.0,-8.1,-32.0,-2.0,-1.0,-6.0,-4.0,0.001,-7.17,-1.9,-3.47,-0.5,-4.0,-8.0,8.8,0.006,0.015,0.02,0.006
FH,-2.0,0.1,0.3,0.0,-1.1,-0.06,-2.0,2.0,2.0,7.0,-0.1,100.0,-2.0,-2.0,-2.0,-1.7,0.0,-3.0,5.0,-1.0,-6.0,-10.0,-9.0,-7.0,-3.0,6.0,-9.0,-13.0,3.0,4.0,2.0,-0.43,2.63,9.0,0.17,0.2,-2.0,0.405,0.511,4.0,-1.1,-10.0,-1.0,-1.0,58.0,0.0,1.0,0.94,1.05,1.05,10.7,5.1,-1.0,-0.22,0.25,-0.9,-2.0,0.0,0.0,0.0,-8.2,-8.0,-2.0,-1.0,0.0,0.0,0.011,-4.96,1.1,-0.99,0.5,-1.0,-5.0,0.4,0.009,0.021,0.023,0.015
HF,-2.0,0.1,0.3,0.0,-1.1,-0.06,-2.0,2.0,2.0,7.0,-0.1,100.0,-2.0,-2.0,-2.0,-1.7,0.0,-3.0,5.0,-1.0,-6.0,-10.0,-9.0,-7.0,-3.0,6.0,-9.0,-13.0,3.0,4.0,2.0,-0.43,2.63,9.0,0.17,0.2,-2.0,0.405,0.511,4.0,-1.1,-10.0,-1.0,-1.0,58.0,0.0,1.0,0.94,1.05,1.05,10.7,5.1,-1.0,-0.22,0.25,-0.9,-2.0,0.0,0.0,0.0,-8.2,-8.0,-2.0,-1.0,0.0,0.0,0.014,-5.02,2.0,-1.24,-0.5,-1.0,-5.0,12.3,0.01,0.008,0.024,0.003
FI,0.0,0.0,0.5,0.9,1.3,0.6,1.0,4.0,1.0,9.0,1.0,21.0,0.0,0.0,-1.0,0.5,0.0,-1.0,0.0,1.0,7.0,-4.0,10.0,-4.0,7.0,-10.0,5.0,3.0,-3.0,3.0,1.0,0.45,0.61,12.0,0.27,0.32,1.0,0.532,0.893,5.0,1.0,32.0,6.0,7.0,96.0,0.0,0.0,0.74,1.54,0.42,18.4,6.2,3.0,0.76,2.3,2.2,6.0,5.0,4.0,4.0,-7.2,8.0,0.0,1.5,0.0,1.0,0.009,2.74,7.0,2.42,0.2,0.0,-2.0,27.2,0.039,0.049,0.046,0.045
IF,0.0,0.0,0.5,0.9,1.3,0.6,1.0,4.0,1.0,9.0,1.0,21.0,0.0,0.0,-1.0,0.5,0.0,-1.0,0.0,1.0,7.0,-4.0,10.0,-4.0,7.0,-10.0,5.0,3.0,-3.0,3.0,1.0,0.45,0.61,12.0,0.27,0.32,1.0,0.532,0.893,5.0,1.0,32.0,6.0,7.0,96.0,0.0,0.0,0.74,1.54,0.42,18.4,6.2,3.0,0.76,2.3,2.2,6.0,5.0,4.0,4.0,-7.2,8.0,0.0,1.5,0.0,1.0,0.016,3.12,6.3,2.56,-0.2,0.0,-2.0,25.3,0.048,0.089,0.058,0.061
FL,0.0,2.4,2.2,2.1,2.2,0.44,2.0,4.0,1.0,9.0,2.0,22.0,1.0,1.0,0.0,1.8,2.0,1.0,5.0,0.0,11.0,2.0,12.0,-4.0,6.0,-4.0,10.0,4.0,1.0,5.0,2.0,0.48,0.63,11.0,-0.08,-0.08,2.0,0.769,0.927,6.0,1.0,36.0,5.0,6.0,94.0,1.0,1.0,0.9,1.27,0.63,20.6,7.2,3.0,1.23,3.9,3.7,6.0,3.0,4.0,4.0,-6.6,17.0,1.0,2.5,2.0,2.0,0.088,1.57,7.6,2.96,1.0,1.0,-2.0,23.2,0.097,0.046,0.047,0.075
LF,0.0,2.4,2.2,2.1,2.2,0.44,2.0,4.0,1.0,9.0,2.0,22.0,1.0,1.0,0.0,1.8,2.0,1.0,5.0,0.0,11.0,2.0,12.0,-4.0,6.0,-4.0,10.0,4.0,1.0,5.0,2.0,0.48,0.63,11.0,-0.08,-0.08,2.0,0.769,0.927,6.0,1.0,36.0,5.0,6.0,94.0,1.0,1.0,0.9,1.27,0.63,20.6,7.2,3.0,1.23,3.9,3.7,6.0,3.0,4.0,4.0,-6.6,17.0,1.0,2.5,2.0,2.0,0.039,1.91,6.8,2.96,-1.0,1.0,-2.0,23.6,0.21,0.111,0.097,0.162
FK,-6.0,-6.3,-5.1,-3.6,-2.8,-0.41,-5.0,0.0,3.0,1.0,-3.3,102.0,-3.0,-5.0,-5.0,-5.6,-5.0,-5.0,5.0,-1.0,-26.0,-30.0,-30.0,-23.0,-11.0,-14.0,-29.0,-34.0,-14.0,0.0,0.0,-1.03,2.85,6.0,-0.16,-0.18,-3.0,0.217,0.061,1.0,0.1,-26.0,-11.0,-10.0,22.0,-2.0,1.0,0.78,1.11,1.33,9.68,1.9,-8.0,-2.41,-6.19,-2.8,-7.0,0.0,-4.0,-1.0,-8.8,-29.0,-7.0,-5.5,-5.0,-3.0,0.011,-7.53,-5.1,-5.13,0.7,-4.0,-12.0,-12.2,0.025,0.017,0.011,0.0
KF,-6.0,-6.3,-5.1,-3.6,-2.8,-0.41,-5.0,0.0,3.0,1.0,-3.3,102.0,-3.0,-5.0,-5.0,-5.6,-5.0,-5.0,5.0,-1.0,-26.0,-30.0,-30.0,-23.0,-11.0,-14.0,-29.0,-34.0,-14.0,0.0,0.0,-1.03,2.85,6.0,-0.16,-0.18,-3.0,0.217,0.061,1.0,0.1,-26.0,-11.0,-10.0,22.0,-2.0,1.0,0.78,1.11,1.33,9.68,1.9,-8.0,-2.41,-6.19,-2.8,-7.0,0.0,-4.0,-1.0,-8.8,-29.0,-7.0,-5.5,-5.0,-3.0,0.008,-8.79,-1.3,-4.67,-0.7,-4.0,-12.0,7.0,0.02,0.015,0.032,0.002
FM,-1.0,-0.1,0.7,1.3,0.5,0.22,0.0,2.0,2.0,8.0,1.6,28.0,0.0,0.0,0.0,-0.6,0.0,0.0,6.6,0.0,13.0,2.0,13.0,1.0,2.0,-2.0,11.0,8.0,-1.0,5.0,2.0,0.35,0.82,10.0,-0.02,-0.01,0.0,0.111,0.903,5.0,-0.2,20.0,2.0,3.0,98.0,2.0,2.0,0.91,1.21,0.74,20.2,6.8,0.0,0.8,2.66,1.7,3.0,0.0,4.0,0.0,-8.5,2.0,0.0,2.5,1.0,1.0,0.015,-0.35,4.8,0.69,-0.3,0.0,-3.0,18.9,0.042,0.023,0.032,0.036
MF,-1.0,-0.1,0.7,1.3,0.5,0.22,0.0,2.0,2.0,8.0,1.6,28.0,0.0,0.0,0.0,-0.6,0.0,0.0,6.6,0.0,13.0,2.0,13.0,1.0,2.0,-2.0,11.0,8.0,-1.0,5.0,2.0,0.35,0.82,10.0,-0.02,-0.01,0.0,0.111,0.903,5.0,-0.2,20.0,2.0,3.0,98.0,2.0,2.0,0.91,1.21,0.74,20.2,6.8,0.0,0.8,2.66,1.7,3.0,0.0,4.0,0.0,-8.5,2.0,0.0,2.5,1.0,1.0,0.037,-0.91,5.2,0.83,0.3,0.0,-3.0,19.4,0.016,0.011,0.015,0.014
FF,8.0,8.3,7.7,7.2,4.5,1.0,9.0,6.0,0.0,10.0,7.0,0.0,8.0,9.0,10.0,10.4,8.0,5.0,10.0,2.0,85.0,67.0,99.0,58.0,47.0,58.0,83.0,88.0,57.0,9.0,6.0,0.61,0.0,16.0,1.0,1.0,7.0,1.0,1.0,8.0,2.2,100.0,8.0,8.0,100.0,4.0,-2.0,0.82,1.33,0.83,27.1,12.2,16.0,3.28,9.14,7.0,6.0,-3.0,5.0,0.0,-5.7,57.0,6.0,8.0,9.0,7.0,0.605,0.74,12.4,8.98,0.0,8.0,9.0,21.5,0.415,0.398,0.291,0.493
PA,1.0,1.1,0.8,0.4,0.8,-0.07,1.0,5.0,1.0,9.0,0.3,27.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,1.0,-5.0,-2.0,5.0,6.0,4.0,0.0,1.0,5.0,4.0,1.0,0.17,0.06,6.0,0.1,0.11,-1.0,0.183,0.656,3.0,-0.2,-2.0,2.0,-1.0,89.0,0.0,1.0,0.94,0.77,1.69,17.7,5.5,-1.0,-0.53,-1.11,0.7,0.0,2.0,0.0,0.0,-6.8,-5.0,-3.0,-4.0,0.0,0.0,0.056,-5.95,0.3,-1.73,2.0,-1.0,-1.0,4.9,0.022,0.014,0.053,0.014
AP,1.0,1.1,0.8,0.4,0.8,-0.07,1.0,5.0,1.0,9.0,0.3,27.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,1.0,-5.0,-2.0,5.0,6.0,4.0,0.0,1.0,5.0,4.0,1.0,0.17,0.06,6.0,0.1,0.11,-1.0,0.183,0.656,3.0,-0.2,-2.0,2.0,-1.0,89.0,0.0,1.0,0.94,0.77,1.69,17.7,5.5,-1.0,-0.53,-1.11,0.7,0.0,2.0,0.0,0.0,-6.8,-5.0,-3.0,-4.0,0.0,0.0,0.029,-7.45,-0.9,-1.29,-2.0,-1.0,-1.0,-9.3,0.106,0.035,0.067,0.041
PR,-1.0,-1.3,-1.2,-1.0,0.3,-0.17,0.0,3.0,1.0,3.0,-0.9,103.0,-2.0,-3.0,-3.0,-3.6,-1.0,-3.0,0.0,0.0,-9.0,-12.0,-2.0,2.0,-1.0,-20.0,-8.0,2.0,-6.0,3.0,0.0,0.14,2.9,6.0,-0.18,-0.21,-2.0,-0.037,0.133,1.0,-0.3,-4.0,2.0,1.0,24.0,0.0,2.0,0.69,1.03,1.76,15.7,4.3,-3.0,0.21,1.31,-0.6,1.0,1.0,-1.0,0.0,-7.9,-18.0,-7.0,-8.0,-2.0,-1.0,0.016,-3.94,-2.1,-1.24,-0.5,-3.0,-3.0,-7.8,0.016,0.023,0.026,0.008
RP,-1.0,-1.3,-1.2,-1.0,0.3,-0.17,0.0,3.0,1.0,3.0,-0.9,103.0,-2.0,-3.0,-3.0,-3.6,-1.0,-3.0,0.0,0.0,-9.0,-12.0,-2.0,2.0,-1.0,-20.0,-8.0,2.0,-6.0,3.0,0.0,0.14,2.9,6.0,-0.18,-0.21,-2.0,-0.037,0.133,1.0,-0.3,-4.0,2.0,1.0,24.0,0.0,2.0,0.69,1.03,1.76,15.7,4.3,-3.0,0.21,1.31,-0.6,1.0,1.0,-1.0,0.0,-7.9,-18.0,-7.0,-8.0,-2.0,-1.0,0.019,-2.89,-2.1,-1.78,0.5,-3.0,-3.0,-8.8,0.013,0.031,0.018,0.002
PN,-2.0,-1.1,-1.1,-1.0,-1.6,0.05,-1.0,2.0,2.0,8.0,-0.9,91.0,-2.0,-3.0,-4.0,-2.4,-1.0,-2.0,0.0,0.0,-8.0,-11.0,-2.0,2.0,5.0,-13.0,-7.0,3.0,2.0,1.0,0.0,-0.12,1.8,9.0,-0.1,-0.1,-2.0,0.156,0.265,3.0,-1.0,8.0,11.0,8.0,71.0,0.0,2.0,0.74,0.91,1.91,14.6,4.3,-1.0,-1.1,-3.23,-0.1,6.0,0.0,2.0,1.0,-8.0,-17.0,-4.0,-6.0,-2.0,-1.0,0.004,-2.26,-1.5,0.29,0.8,-2.0,-5.0,-7.3,0.013,0.017,0.018,0.015
NP,-2.0,-1.1,-1.1,-1.0,-1.6,0.05,-1.0,2.0,2.0,8.0,-0.9,91.0,-2.0,-3.0,-4.0,-2.4,-1.0,-2.0,0.0,0.0,-8.0,-11.0,-2.0,2.0,5.0,-13.0,-7.0,3.0,2.0,1.0,0.0,-0.12,1.8,9.0,-0.1,-0.1,-2.0,0.156,0.265,3.0,-1.0,8.0,11.0,8.0,71.0,0.0,2.0,0.74,0.91,1.91,14.6,4.3,-1.0,-1.1,-3.23,-0.1,6.0,0.0,2.0,1.0,-8.0,-17.0,-4.0,-6.0,-2.0,-1.0,0.009,-1.81,-1.3,-0.37,-0.8,-2.0,-5.0,-8.7,0.015,0.026,0.019,0.007
PD,-2.0,-2.8,-1.8,-1.0,-2.2,0.09,-1.0,2.0,2.0,4.0,-0.7,108.0,-1.0,-2.0,-3.0,-1.0,-2.0,-2.0,0.0,0.0,-9.0,-7.0,1.0,5.0,-2.0,-26.0,-8.0,5.0,-7.0,3.0,0.0,-0.15,2.4,8.0,0.02,0.01,-1.0,0.008,0.276,1.0,-1.2,1.0,11.0,7.0,44.0,-1.0,0.0,0.84,0.75,2.04,19.4,4.5,2.0,0.72,0.81,-0.2,6.0,3.0,1.0,3.0,-7.3,-7.0,-5.0,-7.0,-1.0,0.0,0.025,-0.52,-0.8,2.15,0.6,-1.0,-7.0,-7.5,0.036,0.027,0.039,0.005
DP,-2.0,-2.8,-1.8,-1.0,-2.2,0.09,-1.0,2.0,2.0,4.0,-0.7,108.0,-1.0,-2.0,-3.0,-1.0,-2.0,-2.0,0.0,0.0,-9.0,-7.0,1.0,5.0,-2.0,-26.0,-8.0,5.0,-7.0,3.0,0.0,-0.15,2.4,8.0,0.02,0.01,-1.0,0.008,0.276,1.0,-1.2,1.0,11.0,7.0,44.0,-1.0,0.0,0.84,0.75,2.04,19.4,4.5,2.0,0.72,0.81,-0.2,6.0,3.0,1.0,3.0,-7.3,-7.0,-5.0,-7.0,-1.0,0.0,0.014,-0.94,-0.4,1.12,-0.6,-1.0,-7.0,-8.2,0.051,0.04,0.047,0.004
PC,-3.0,-2.7,-3.1,-3.1,-1.9,0.02,-3.0,2.0,2.0,9.0,-3.1,169.0,-4.0,-4.0,-6.0,-8.9,-2.0,-4.0,0.0,0.0,-28.0,-30.0,-1.0,2.0,-22.0,-8.0,-30.0,-2.0,-12.0,0.0,0.0,-0.65,1.33,7.0,0.13,0.14,-8.0,0.355,0.558,4.0,-1.8,-3.0,0.0,-2.0,86.0,-1.0,2.0,1.3,0.67,0.96,5.43,2.1,-18.0,-2.19,-6.7,-3.6,-1.0,-1.0,-1.0,0.0,-8.3,-30.0,-8.0,-9.0,-3.0,-2.0,0.0,-7.12,-2.9,-3.99,0.0,-4.0,-7.0,26.7,0.0,0.0,0.0,0.002
CP,-3.0,-2.7,-3.1,-3.1,-1.9,0.02,-3.0,2.0,2.0,9.0,-3.1,169.0,-4.0,-4.0,-6.0,-8.9,-2.0,-4.0,0.0,0.0,-28.0,-30.0,-1.0,2.0,-22.0,-8.0,-30.0,-2.0,-12.0,0.0,0.0,-0.65,1.33,7.0,0.13,0.14,-8.0,0.355,0.558,4.0,-1.8,-3.0,0.0,-2.0,86.0,-1.0,2.0,1.3,0.67,0.96,5.43,2.1,-18.0,-2.19,-6.7,-3.6,-1.0,-1.0,-1.0,0.0,-8.3,-30.0,-8.0,-9.0,-3.0,-2.0,0.004,-10.05,-3.6,-2.65,0.0,-4.0,-7.0,0.2,0.0,0.0,0.001,0.0
PQ,0.0,0.1,-0.1,-0.2,1.0,-0.03,0.0,3.0,1.0,8.0,-0.2,76.0,-1.0,-2.0,-3.0,-3.6,0.0,0.0,0.0,0.0,-6.0,-7.0,1.0,2.0,1.0,-17.0,-6.0,5.0,-2.0,3.0,0.0,0.15,1.92,7.0,-0.18,-0.18,-2.0,-0.168,0.598,2.0,-0.6,0.0,1.0,0.0,76.0,0.0,1.0,0.91,0.83,1.63,18.0,5.0,-4.0,0.24,1.3,1.0,1.0,1.0,0.0,0.0,-8.1,-11.0,-3.0,-6.0,-1.0,0.0,0.013,-2.87,-0.4,-0.11,0.3,-1.0,-2.0,-8.5,0.013,0.011,0.021,0.008
QP,0.0,0.1,-0.1,-0.2,1.0,-0.03,0.0,3.0,1.0,8.0,-0.2,76.0,-1.0,-2.0,-3.0,-3.6,0.0,0.0,0.0,0.0,-6.0,-7.0,1.0,2.0,1.0,-17.0,-6.0,5.0,-2.0,3.0,0.0,0.15,1.92,7.0,-0.18,-0.18,-2.0,-0.168,0.598,2.0,-0.6,0.0,1.0,0.0,76.0,0.0,1.0,0.91,0.83,1.63,18.0,5.0,-4.0,0.24,1.3,1.0,1.0,1.0,0.0,0.0,-8.1,-11.0,-3.0,-6.0,-1.0,0.0,0.013,-2.89,-0.2,-0.67,-0.3,-1.0,-2.0,-9.0,0.015,0.019,0.019,0.0
PE,-1.0,-2.6,-1.7,-0.7,-2.1,-0.11,-1.0,3.0,2.0,4.0,-0.5,93.0,0.0,-2.0,-2.0,-1.5,-2.0,-3.0,0.0,-1.0,-3.0,-7.0,-1.0,4.0,-10.0,-19.0,-3.0,6.0,-13.0,4.0,0.0,-0.13,2.48,5.0,-0.08,0.07,-1.0,-0.216,0.097,0.0,-0.1,-7.0,5.0,0.0,50.0,-1.0,0.0,0.96,0.75,1.71,19.1,4.7,-1.0,-0.26,-0.43,0.0,0.0,1.0,2.0,1.0,-7.8,-7.0,-5.0,-7.0,-1.0,0.0,0.038,-1.51,-0.7,1.26,0.7,-1.0,-5.0,-10.0,0.035,0.02,0.036,0.0
EP,-1.0,-2.6,-1.7,-0.7,-2.1,-0.11,-1.0,3.0,2.0,4.0,-0.5,93.0,0.0,-2.0,-2.0,-1.5,-2.0,-3.0,0.0,-1.0,-3.0,-7.0,-1.0,4.0,-10.0,-19.0,-3.0,6.0,-13.0,4.0,0.0,-0.13,2.48,5.0,-0.08,0.07,-1.0,-0.216,0.097,0.0,-0.1,-7.0,5.0,0.0,50.0,-1.0,0.0,0.96,0.75,1.71,19.1,4.7,-1.0,-0.26,-0.43,0.0,0.0,1.0,2.0,1.0,-7.8,-7.0,-5.0,-7.0,-1.0,0.0,0.018,-1.29,-0.2,0.06,-0.7,-1.0,-5.0,-7.9,0.069,0.028,0.037,0.0
